,Municipio,Departamento,Entidad,País,Fundación,Erección,Superficie (km²),Altitud Media (m.s.n.m),Población Total (hab),Pobl. Urbana (hab),Densidad (hab/km²),Coordenadas,Clima,Gentilicio,Alcalde,Código Postal,Huso horario
1067,Rondón,Boyacá,Municipio,Colombia,1904-10-24 00:00:00,1936-10-24 00:00:00,158.0,2075.0,2230.0,,,5°21′24″N  73°12′31″O,,Rondonense,SANDRO RODOLFO BORDA ROJAS,153420,UTC  -5
1068,Hato,Santander,Municipio,Colombia,1825-04-25 00:00:00,,182.0,1370.0,2875.0,823.0,,6°32′31″N  73°18′27″O,,"Hateño, -a",Ricaurte Quintero Landinez,683571,UTC  -5
1069,Jerusalén,Cundinamarca,Municipio,Colombia,1868-08-12 00:00:00,1879-12-15 00:00:00,236.0,357.0,2679.0,586.0,,4°33′47″N  74°41′43″O,,"Jerusolemitano, -a",María Eugenia Salguero Cruz,252810,UTC  -5
1070,California (Santander),Santander,Municipio,Colombia,1901-06-13 00:00:00,,261.0,2005.0,1984.0,1062.0,,7°20′52″N  72°56′44″O,,"Californiano, -a",Genny Gamboa Guerrero,760036,UTC  -5
1071,San Joaquín,Santander,Municipio,Colombia,1779-07-01 00:00:00,1887,192.0,1950.0,2488.0,667.0,,6°25′40″N  72°52′03″O,,Sanjoaquinense,Carlos José Díaz  Quintero,682511,UTC  -5
1072,Vetas,Santander,Municipio,Colombia,1555-07-16 00:00:00,1857-11-23 00:00:00,93.0,3350.0,2435.0,1319.0,5.39,7°18′35″N  72°52′14″O,Tundra  ET  8 °C (promedio),"Ventano, -a",Hernan Bautista Moreno,680527,UTC  -5
1073,Briceño,Boyacá,Municipio,Colombia,,1890-07-25 00:00:00,64.0,1340.0,2584.0,544.0,40.38,5°41′29″N  73°55′20″O,,Briceñense,Beatriz Paez Castellanos,154670,UTC  -5
1074,Sativanorte,Boyacá,Municipio,Colombia,1683,1934-03-15 00:00:00,184.0,2600.0,2339.0,528.0,12.71,6°07′53″N  72°42′27″O,,"Sativanorteño, -a",Jimeno García García,150820,UTC  -5
1075,Macaravita,Santander,Municipio,Colombia,1725-05-20 00:00:00,1857-12-22 00:00:00,110.0,2320.0,2378.0,290.0,,6°30′24″N  72°35′34″O,,Macaravitense,Iván Darío Vásquez Cordero,681531,UTC  -5
1076,El Guacamayo,Santander,Municipio,Colombia,1932-07-28 00:00:00,1956-12-15 00:00:00,100.73,1950.0,2005.0,424.0,,6°14′43″N  73°29′48″O,,"Guacamayero, -a",Jorge Eduardo Cruz Ortiz,681031,UTC  -5
1077,El Encanto,Amazonas,Área no municipalizada,Colombia,1951-12-04 00:00:00,1963-06-09 00:00:00,10724.0,140.0,4841.0,,,1°44′52″S  73°12′31″O,,,Mary Sofía Muñoz Romero,913010,UTC  -5
1078,Sácama,Casanare,Municipio,Colombia,1538-12-08 00:00:00,1901-12-13 00:00:00,312.7,1247.0,2001.0,1414.0,6.88,6°05′53″N  72°14′51″O,,"Sacameño, -a",Mario Hernando Estupiñán,851030,UTC  -5
